collectd.network.QCY-A.nx-os.N5kC5020pBf.ac1-agg-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,34
collectd.network.QCY-A.nx-os.N5kC5020pBf.ac15-stor-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-A.nx-os.N5kC5020pBf.ac16-stor-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,4
collectd.network.QCY-A.nx-os.N5kC5020pBf.ac2-agg-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-A.nx-os.N5kC5596Up.ac3-agg-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,3
collectd.network.QCY-A.nx-os.N5kC5596Up.ac4-agg-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-A.nx-os.N7Kc7010.ac1-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,27
collectd.network.QCY-A.nx-os.N7Kc7010.ac2-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,1
collectd.network.QCY-A.nx-os.N7Kc7010.ac3-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-A.nx-os.N7Kc7010.ac4-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-A.nx-os.N7Kc7010.ac5-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,11
collectd.network.QCY-A.nx-os.N7Kc7010.ac6-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,18
collectd.network.QCY-A.nx-os.N7Kc7010.ac7-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,12
collectd.network.QCY-A.nx-os.N7Kc7010.ac8-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-A.nx-os.N7Kc7010.di1-m-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,67
collectd.network.QCY-A.nx-os.N7Kc7010.di1-n-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,47
collectd.network.QCY-A.nx-os.N7Kc7010.di1-p-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,15
collectd.network.QCY-A.nx-os.N7Kc7010.di1-s-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,24
collectd.network.QCY-A.nx-os.N7Kc7010.di2-m-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,16
collectd.network.QCY-A.nx-os.N7Kc7010.di2-n-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,56
collectd.network.QCY-A.nx-os.N7Kc7010.di2-p-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,33
collectd.network.QCY-A.nx-os.N7Kc7010.di2-s-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,33
collectd.network.QCY-A.nx-os.N7Kc7018.ac10-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,10
collectd.network.QCY-A.nx-os.N7Kc7018.ac11-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,6
collectd.network.QCY-A.nx-os.N7Kc7018.ac12-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,6
collectd.network.QCY-A.nx-os.N7Kc7018.ac9-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-A.nx-os.N7Kc7018.cr1-b-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,7
collectd.network.QCY-A.nx-os.N7Kc7018.cr1-f-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,3
collectd.network.QCY-A.nx-os.N7Kc7018.cr2-b-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,5
collectd.network.QCY-A.nx-os.N7Kc7018.cr2-f-w1-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,1
collectd.network.QCY-A.nx-os.m9513.qyfcsw01a_bos_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,65
collectd.network.QCY-A.nx-os.m9513.qyfcsw01b_bos_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,66
collectd.network.QCY-A.ironport.S370.qypprdproxywa01_ie_intuit_net.snmp.ironport_cacheBusyCPUPct,6/20/16 14:20,20
collectd.network.QCY-A.ironport.S370.qypprdproxywa02_ie_intuit_net.snmp.ironport_cacheBusyCPUPct,6/20/16 14:20,9
collectd.network.QCY-A.ironport.S370.qypprdproxywa01_ie_intuit_net.snmp.ironport_perCentCPUUtilization,6/20/16 14:20,19
collectd.network.QCY-A.ironport.S370.qypprdproxywa02_ie_intuit_net.snmp.ironport_perCentCPUUtilization,6/20/16 14:20,8
collectd.network.QCY-B.nx-os.N5kC5020pBf.ac1-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,4
collectd.network.QCY-B.nx-os.N5kC5020pBf.ac11-ct-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,8
collectd.network.QCY-B.nx-os.N5kC5020pBf.ac2-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-B.nx-os.N5kC5020pBf.ac3-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,8
collectd.network.QCY-B.nx-os.N5kC5020pBf.ac4-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-B.nx-os.N5kC5020pBf.ac5-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-B.nx-os.N5kC5020pBf.ac6-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-B.nx-os.N5kC5020pBf.ac7-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,8
collectd.network.QCY-B.nx-os.N5kC5020pBf.ac8-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-B.nx-os.N5kC5596Up.ac10-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-B.nx-os.N5kC5596Up.ac9-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,5
collectd.network.QCY-B.nx-os.N7Kc7018.di1-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,4
collectd.network.QCY-B.nx-os.N7Kc7018.di2-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,14
collectd.network.QCY-B.nx-os.N7Kc7018.di3-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,4
collectd.network.QCY-B.nx-os.N7Kc7018.di4-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,4
collectd.network.QCY-B.nx-os.N7Kc7018.sc1-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-B.nx-os.N7Kc7018.sc2-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,16
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac1-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac10-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac10-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,11
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac11-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,20
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac12-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,24
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac13-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,15
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac14-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,20
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac17-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,4
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac18-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,84
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac2-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,4
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac23-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac24-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,8
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac3-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,8
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac4-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,12
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac5-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,12
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac6-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,12
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac7-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,8
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac8-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,4
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac9-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5020pBf.ac9-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,
collectd.network.QCY-C.nx-os.N5kC5548p.ac11-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-C.nx-os.N5kC5548p.ac12-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,
collectd.network.QCY-C.nx-os.N5kC5548p.ac15-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-C.nx-os.N5kC5548p.ac16-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,6
collectd.network.QCY-C.nx-os.N5kC5596Up.ac1-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-C.nx-os.N5kC5596Up.ac13-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac14-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,
collectd.network.QCY-C.nx-os.N5kC5596Up.ac15-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac16-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,4
collectd.network.QCY-C.nx-os.N5kC5596Up.ac17-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac18-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,13
collectd.network.QCY-C.nx-os.N5kC5596Up.ac19-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,10
collectd.network.QCY-C.nx-os.N5kC5596Up.ac2-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac20-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac21-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-C.nx-os.N5kC5596Up.ac22-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-C.nx-os.N5kC5596Up.ac25-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,
collectd.network.QCY-C.nx-os.N5kC5596Up.ac26-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-C.nx-os.N5kC5596Up.ac27-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac28-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac29-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,1
collectd.network.QCY-C.nx-os.N5kC5596Up.ac29-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac3-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac30-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac30-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac31-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac32-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac4-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,1
collectd.network.QCY-C.nx-os.N5kC5596Up.ac5-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-C.nx-os.N5kC5596Up.ac6-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-C.nx-os.N5kC5596Up.ac7-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,16
collectd.network.QCY-C.nx-os.N5kC5596Up.ac8-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-C.nx-os.N77c7710.di1-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,10
collectd.network.QCY-C.nx-os.N77c7710.di2-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,6
collectd.network.QCY-C.nx-os.N77c7710.qdc-c-di01-admin__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,4
collectd.network.QCY-C.nx-os.N77c7710.qdc-c-di02-admin__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,4
collectd.network.QCY-C.nx-os.N77c7710.sc1-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,9
collectd.network.QCY-C.nx-os.N77c7710.sc2-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,3
collectd.network.QCY-C.nx-os.N9KC9372PX.qcy-iae-di1__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,8
collectd.network.QCY-C.nx-os.N9KC9372PX.qcy-iae-di2__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,6
collectd.network.QCY-C.nx-os.N9KC9372PX.qcy-iae-sc1__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-C.nx-os.N9KC9372PX.qcy-iae-sc2__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,8
collectd.network.QCY-C.nx-os.m9513.qyfcsw02a_corp_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,78
collectd.network.QCY-C.nx-os.m9513.qyfcsw02b_corp_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,76
collectd.network.QCY-C.nae.Ingrian.nc-qpr-gen-enc1-gb1_corp_intuit_net.snmp.nae_naeSystemStatCPU,6/20/16 14:20,19
collectd.network.QCY-C.nae.Ingrian.nc-qpr-gen-enc2-gb1_corp_intuit_net.snmp.nae_naeSystemStatCPU,6/20/16 14:20,26
collectd.network.QCY-C.nae.Ingrian.nc-qpr-gen-enc3-gb1_corp_intuit_net.snmp.nae_naeSystemStatCPU,6/20/16 14:20,100
collectd.network.QCY-C.nae.Ingrian.nc-qpr-gen-enc4-gb1_corp_intuit_net.snmp.nae_naeSystemStatCPU,6/20/16 14:20,100
collectd.network.QCY-D.nx-os.N5kC5596Up.qdc-pl01-rtr01__lo222_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,12
collectd.network.QCY-D.nx-os.N5kC5596Up.qdc-pl01-rtr02__lo222_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,59
collectd.network.QCY-D.nx-os.N5kC5596Up.qdc-sl01-rtr01__lo222_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-D.nx-os.N5kC5596Up.qdc-sl01-rtr02__lo222_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-D.nx-os.N7Kc7010.qdc-spn-rtr01__lo200_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-D.nx-os.N7Kc7010.qdc-spn-rtr02__lo200_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.1410.qdc-e-acib01__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,3
collectd.network.QCY-E.nx-os.1410.qdc-e-acib02__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.1410.qdc-e-acib03__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.1410.qdc-e-acib04__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.1410.qdc-e-acst01__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.1410.qdc-e-acst02__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp001__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp002__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp003__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,1
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp004__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp005__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,1
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp006__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp007__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,3
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp008__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp009__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,4
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp010__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp011__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp012__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp013__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp014__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp015__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp016__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,3
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp017__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp018__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,1
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp019__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,4
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp020__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp021__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp022__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp023__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,1
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp024__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,3
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp025__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp026__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp027__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp028__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,2
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp029__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,1
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp030__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp031__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,1
collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp032__mgmt0_dcnet_intuit_net.snmp.cisco_cseCPU,6/20/16 14:20,0
